A;Á
sára;sára
sárin;sárin
sárinu;sárinu
sárir;sárir
sárit;sárið
sárit;sárit
sárr;sárr
sárra;sárra
sárt;sárt
sárum;sárum
sást;sást
sátt;sátt
sátta;sátta
sáttarfundar;sáttarfundar
sáttarfundr;sáttarfundr
sáttarfundr;sáttarfundur
sáttina;sáttina
sáttir;sáttir
sáttr;sáttur
sáttr;sáttr
sáttu;sátt
sáttu;sáttu
sáttum;sáttum
sátu;sátu
sáu;sáu
sáust;sáust
sáð;sáð
sáðtíð;sáðtíð
sæ;sæ
sæfara;sæfara
sæfugla;sæfugla
sæg;seg
sæghi;segi
sæghi;segið
sæghia;segja
sæghir;segir
sæghit;segið
sægia;segja
sægir;segir
sægið;segið
sægl;segl
sæhafa;sæhafa
sæi;sæi
sæia;segja
sæing;sæng
sæinn;sæinn
sæinn;seinn
sæki;sæki
sækia;sækja
sækinn;sækinn
sækir;sækir
sækið;sækið
sækja;sækja
sækonunga;sækonunga
sækonungr;sækonungur
sækonungum;sækonungum
sælia;selja
sælingr;sælingur
sælkeri;sælkeri
sællde;seldi
sælldu;seldur
sæller;sælir
sællífr;sællífur
sælr;selur
sælu;sælu
sæluhúsinu;sæluhúsinu
sæluhússins;sæluhússins
sælur;selur
sæm;sem
sæma;sæma
sæmd;sæmd
sæmdar;sæmdar
sæmdarmann;sæmdarmann
sæmdarmanni;sæmdarmanni
sæmdarorðum;sæmdarorðum
sæmdir;sæmdir
sæmdum;sæmdum
sæmilig;sæmileg
sæmiliga;sæmilega
sæmiligr;sæmilegur
sæmiligt;sæmilegt
sæmð;sæmd
sænda;senda
sændi;sendi
sænn;senn
sænnde;sendi
sænndir;sendir
sænt;sent
sænum;sænum
sær;sær
særi;særi
særinn;særinn
særðer;særðir
særðr;særður
særðu;særðu
sæskips;sæskips
sæt;séð
sæta;sæta
sæte;sæti
sæti;sæti
sæti;setji
sætia;setja
sætiaz;setjast
sætir;setjir
sætis;sætis
sætium;setjum
sætiz;setist
sætr;setur
sætt;sett
sætt;sætt
sætt;sátt
sættan;settan
sættar;settar
sættar;sættar
sættargerð;sáttargerð
sættast;sættast
sættaz;sættast
sætte;setti
sætti;sætti
sætti;setti
sættin;sættin
sættina;sættina
sættiom;setjum
sættir;settir
sættir;sættir
sættirnar;sættirnar
sættist;sættist
sættiz;settist
sættiz;sættist
sættizk;settist
sættlr;sættir
sættomk;sættumst
sættoz;settust
sættoz;sættust
sættr;settur
sættu;settu
sættum;sættum
sættust;sættust
sættuz;sættust
sættuz;settust
sættæz;sættist
sætzt;sæst
sævar;sjávar
sævar;sævar
sævarbökkunum;sævarbökkunum
sævargang;sævargang
sævarins;sævarins
sævarströndu;sjávarströnd
sæzk;sest
sæðings;sæðings
sè;sé
sè;sjá
sèn;séð
sèr;sér
sèrhverri;sérhverri
sèt;séð
sèð;séuð
sé;sér
sé;séu
sé;sé
sér;sér
sér;sérð
sést;sést
sét;séð
sét;sét
sétta;sjötta
sétti;sétti
sétti;sjötti
sézt;sézt
séð;séð
síga;síga
sígast;sígast
síki;síki
síkinu;síkinu
síkit;síkið
sín;sín
sína;sína
sínar;sínar
sínir;sínir
sínnar;sínnar
síns;síns
sínu;sínu
sínum;sínum
síu;síu
síum;síum
síuna;síuna
síunni;síunni
síur;síur
sívalvaxinn;sívalvaxinn
sízt;sízt
sízt;síst
síð;síð
síðan;síðan
síðar;síðar
síðara;síðara
síðari;síðari
síðast;síðast
síðasta;síðasta
síðir;síðir
síðla;síðla
síðr;síður
síðri;síðri
síðskeggja;síðskeggja
síðu;síðu
síður;síður
sól;sól
sólar;sólar
sólarinnar;sólarinnar
sólarstein;sólarstein
sólarsteininn;sólarsteininn
sólarupprás;sólarupprás
sólborðs;sólborðs
sólin;sólin
sólina;sólina
sólinn;sólinn
sólmánuðr;sólmánuður
sólna;sólina
sólu;sólu
sóma;sóma
sómahlutarins;sómahlutarins
sómans;sómans
sómi;sómi
sómir;sómir
sómði;sæmdi
sóru;sóru
sórust;sórust
sótt;sótt
sóttdauðir;sóttdauðir
sóttdauðr;sóttdauður
sótti;sótti
sóttina;sóttina
sóttinni;sóttinni
sóttirnar;sóttirnar
sóttist;sóttist
sóttr;sóttr
sóttr;sóttur
sóttu;sóttu
söfnuðu;söfnuðu
söfnuðust;söfnuðust
sögn;sögn
sögu;sögu
söguligt;sögulegt
sögum;sögum
söguna;söguna
sögunnar;sögunnar
sögunni;sögunni
sögunum;sögunum
sögur;sögur
sögurnar;sögurnar
sögð;sögð
sögðu;sögðu
sök;sök
sökina;sökina
sökk;sökk
sökkr;sekkur
sökkva;sökkva
sökkvi;sökkvi
sökkvir;sökkvir
sökum;sökum
söluváð;söluvoð
sölvakaupa;sölvakaupa
sömnuð;söfnuð
sömu;sömu
söng;söng
söngr;söngur
söngum;söngum
sönn;sönn
sönnu;sönnu
sönnum;sönnum
sönnunarorð;sönnunarorð
sönnuðu;sönnuðu
söri;sáði
söðla;söðla
söðlinum;söðlinum
söðlum;söðlum
söðlunum;söðlunum
söðul;söðul
söðulboga;söðulboga
söðulfjölinni;söðulfjölinni
söðulgjörðunum;söðulgjörðunum
sú;sú
sú;su
súluna;súluna
súða;súða
sýju;sýju
sýkn;sýkn
sýkna;sýkna
sýknu;sýknu
sýn;sýn
sýna;sýna
sýnar;sýnar
sýnast;sýnast
sýndar;sýndar
sýndi;sýndi
sýndist;sýndist
sýndr;sýndur
sýndu;sýndu
sýndust;sýndust
sýni;sýni
sýnir;sýnir
sýnist;sýnst
sýnist;sýnist
sýnt;sýnt
sýnum;sýnum
sýnði;sýndi
sýr;sýr
sýru;sýru
sýsla;sýsla
sýslumaðr;sýslumaður
sœmd;sæmd
sœmdar;sæmdar
sœmiligt;sæmilegt
sœmiligum;sæmilegum
sœta;sæta
sỏgdu;sögðu
sꝍ;sæ
sꝍkea;sækja
sꝍker;sækir
sꝍkia;sækja
sꝍmd;sæmd
sꝍmnd;sæmd
tac;tak
taca;taka
tacum;tökum
tafli;tafli
taflinu;taflinu
tak;tak
taka;taka
takast;takast
takazst;takast
take;taki
takez;takist
takeð;takið
taki;taki
takim;tökum
takist;takist
takið;takið
takmark;takmark
takmarki;takmarki
takr;tökur
taktu;taktu
takum;tökum
taká;taka
tal;tal
tala;tala
talade;talaði
talar;talar
talast;talast
talat;talað
talaz;talast
talazt;talast
talaðe;talaði
talaði;talaði
talaðr;talaður
talaðr;talaðr
talaðu;töluðu
talde;taldi
talder;taldir
taldi;taldi
taldir;taldir
taldist;taldist
taldizst;taldist
taldu;töldu
tale;tali
talet;talið
tali;tali
talinn;talinn
talit;talið
talit;talit
talið;talið
tallde;taldi
talr;tölur
tals;tals
talt;talið
talu;tölu
talðar;taldar
talðar;talðar
talði;taldi
talðist;taldist
talðr;talinn
tanna;tanna
tapar;tapar
taskr;töskur
taumana;taumana
taumum;taumum
teflt;teflt
teinen;teininn
tek;tek
tekin;tekin
tekinn;tekinn
tekit;tekit
tekit;tekið
tekizt;tekist
teknar;teknar
teknir;teknir
tekr;tekur
tekr;tekr
tekst;tekst
tekur;tekur
telgia;telgja
telia;telja
telja;telja
teljast;teljast
telr;telur
tendra;tendra
tengdir;tengdir
tengdum;tengdum
tengia;tengja
tengið;tegið
tengsl;tengsl
tengðu;tendu
teygir;teygir
teyða;teyða
teðe;téði
tialdstað;tjaldstað
tialld;tjald
tiallda;tjalda
tialldat;tjaldað
tialldaðar;tjaldaðar
tiallde;tjaldi
tialldinu;tjaldinu
tialldum;tjöldum
tidazst;tíðast
tidenda;tíðinda
tidende;tíðindi
tidendum;tíðindum
tiga;tuga
tigar;tugar
tigar;tugir
tighinna;tiginna
tighn;tign
tigi;tugi
tigir;tugir
tigir;tigir
tign;tign
tignar;tignar
tignar;tigar
tignare;tignari
tignarnafn;tignarnafn
tignarnöfn;tignarnöfn
tignat;tignað
tignaz;tignast
tignaðar;tignaðar
tignaðe;tignaði
tignaðu;tignaði
tignir;tignir
tignum;tignum
tignust;tignust
tigr;tugur
tigr;tugir
tigu;tigu
tigu;tugu
tigu;tugi
tigum;tugum
tigurleg;tigurleg
til;til
tilbrigði;tilbrigði
tilföng;tilföng
tilganga;tilganga
tilgiof;tilgjöf
tilheimtir;tilheimtir
tilheyriligt;tilheyrilegt
tilkváma;tilkoma
tilkvámu;tilkomu
tilkvæmdamaðr;tilkvæmdamaður
tillag;tillag
tillaga;tillaga
tillög;tillög
tillögu;tillögu
tillögum;tillögum
tillögur;tillögur
tilraunir;tilraunir
tilræði;tilræði
tilræðis;tilræðis
tilsækir;tilsækir
tilsætningu;tilsetningu
tiltak;tiltak
tiltekit;tiltekið
tiltekju;tiltekju
tiltekjum;tiltekjum
tiltekjur;tiltekjur
tilvisan;tilvísan
tilvísun;tilvísun
tilætlan;tilætlan
tima;tíma
tindinn;tindinn
tindótt;tindótt
tiolld;tjöld
tittlingr;tiðtlingr
tiugu;tjúgu
tiuguskægs;tjúguskeggs
tiðazt;tíðast
tiðcaðest;tíðkaðist
tiðenda;tíðinda
tiðenda;tiðinda
tiðende;tíðindi
tiðendi;tíðindi
tiðendom;tíðindum
tiðendum;tíðindum
tiðinde;tíðindi
tjald;tjald
tjalda;tjalda
tjaldat;tjaldað
tjá;tjá
tjáði;tjáði
tjölduð;tjölduð
toc;tók
toco;tóku
toco;tók
tocoð;tókuð
tocu;tóku
tocum;tökum
tok;tók
toko;tóku
toks;tókst
tokst;tókst
toku;tóku
tokuzst;tókust
toldo;töldu
toldu;töldu
tolf;tólf
tolfrꝍtt;tólfrætt
tolfto;tólftu
toludu;töldu
toma;tóma
torf;torf
torfinu;torfinu
torgi;torgi
torleiðit;torleiðið
torsóttari;torsóttari
torsóttligr;torsóttlegur
torsóttr;torsóttur
torvelligra;torvellegra
tota;tota
tranr;tranir
traust;traust
trausta;trausta
traustari;traustari
trausti;trausti
traustr;traustur
trausts;trausts
traustum;traustum
trauðr;trauður
tre;tré
tregi;tregi
tregr;tregur
treyju;treyju
treystast;treystast
treystist;treystist
treystum;treystum
trjá;trjáa
trjáheiti;trjáheiti
trog;trog
troginu;troginu
trogit;trogið
trogið;trogið
troll;tröll
troll;troll
trollkona;trollkona
trollkvenna;trollkvenna
trollkvinna;tröllkvinna
trollkvinna;trollkvinna
trollsháttr;tröllsháttur
tros;tros
troust;traust
tru;trú
trua;trúa
truan;trúan
truar;trúar
trunat;trúnað
trunað;trúnað
trunaðar;trúnaðar
trunaðarmannum;trúnaðarmönnum
trunaðe;trúnaði
trur;trúr
truði;trúði
tryggleik;tryggleik
tryggr;tryggur
tryggri;tryggari
tryggt;tryggt
tryggvar;tryggar
tryggvari;tryggari
tryggð;tryggð
tryggðir;tryggðir
tré;tré
tréit;tréið
trékefli;trékefli
trén;trén
tréna;tréna
trénu;trénu
trés;trés
trésins;trésins
tröll;tröll
tröllkonu;tröllkonu
tröllkonusöguna;tröllkonusöguna
trú;trú
trúa;trúa
trúa;trú
trúi;trúi
trúir;trúir
trúlauss;trúlaus
trúleik;trúleik
trúleika;trúleika
trúleikr;trúleiki
trúleikr;trúleikur
trúliga;trúlega
trúligr;trúlegur
trúlyndi;trúlyndi
trúmestr;trúmestur
trúnað;trúnað
trúnaðareiða;trúnaðareiða
trúnaðarkonur;turúnaðarkonur
trúnaðarmenn;trúnaðarmenn
trúnaðarmönnum;trúnaðarmönnum
trúnaði;trúnaði
trúorð;trúorð
trúði;trúði
trúðu;turúðu
trúðu;trúðu
trꝍystizk;treystist
trꝍystizt;treystist
tuau;tvö
tuennar;tvennar
tuer;tvær
tunga;tunga
tungl;tungl
tunglit;tunglið
tungls;tungls
tungnanna;tungnanna
tungu;tungu
tunguna;tunguna
tungurnar;tungurnar
turn;turn
turrnenom;turninum
tuttugu;tuttugu
tuỏ;tvö
tva;tvo
tvau;tvau
tvau;tvö
tveggia;tveggja
tveggiu;tveggja
tveggja;tveggja
tveim;tveim
tveimr;tveimur
tveir;tveir
tvenn;tvenn
tvennar;tvennar
tvennt;tvennt
tvennu;tvennu
tvevallt;tvöfalt
tveɢiom;tveggjum
tvinni;tvenn
tviskiftaz;tvískiptast
tvitugr;tvítugur
tvá;tvo
tvæggia;tveggja
tvæggiu;tveggju
tvæggiu;tveggja
tvæim;tveim
tvæir;tveir
tvær;tvær
tvíhendi;tvíhendi
tvíkennt;tvíkennt
tvíkveðit;tvíkveðið
tvíkylft;tvíkylft
tvíriðit;tvíriðið
tvístýfðr;tvístýfður
tygilig;tygilig
tyllusætt;tyllusætt
tynda;týndi
tynde;týndi
tyndi;týndi
tyndist;týndist
tynduzst;týndust
tynir;týnir
tynzk;týnst
tyrui;tyrfi
tysvar;tvisvar
tyttugta;tuttugasta
tá;tá
tálmat;tálmap
tám;tám
tár;tár
tæcnir;teknir
tæki;tæki
tækin;tekin
tækinn;tekkinn
tækinn;tekinn
tækinn;tekin
tækist;tækist
tækit;tekið
tækium;tekjum
tækiz;tekist
tækið;tækjuð
tækr;tekur
tælia;telja
tælr;telur
tænaðar;tænaðar
tængðu;tengdu
tænxlen;tengslin
tærði;tærði
tíguligasti;tígulegasti
tíguligri;tígulegri
tíguligu;tígulegu
tíma;tíma
tími;tími
tínt;tínt
títt;títt
tíu;tíu
tíund;tíund
tíunda;tíunda
tíundi;tíundi
tíð;tíð
tíðaskiðti;tíðaskipti
tíðast;tíðast
tíðenda;tíðenda
tíðenda;tíðinda
tíðendalaust;tíðindalaust
tíðendi;tíðendi
tíðendi;tíðindi
tíðendin;tíðendin
tíðendum;tíðindum
tíðendum;tíðendum
tíðir;tíðir
tíðum;tíðum
tíöendi;tíðindi
tók;tók
tókst;tókst
tókt;tókt
tóku;tóku
tókust;tókust
tól;tól
tólf;tólf
tólfta;tólfta
tóm;tóm
tómliga;tómlega
tómstund;tómstund
tögdrápuháttr;tögdrápuháttur
tögdrápulag;tögdrápulag
töglag;töglag
töglagi;töglagi
tögmælt;tögmælt
tökum;tökum
töldu;töldu
tölu;tölu
tölum;tölum
töluverðar;töluverðar
töluðu;töluðu
töluðust;töluðust
tölvísi;tölvísi
tölð;talin
tölðu;tölðu
tölðust;tölðust
töng;töng
tönn;tönn
tönnum;tönnum
tún;tún
túninu;túninu
túnit;túnið
týhraustr;týhraustur
týna;týna
týnast;týnast
týndist;týndist
týndu;týndu
týnir;týnir
týnist;týnist
týnzt;týnst
týspakr;týspakur
tœki;tæki
tỏg;tug
tỏgr;tugur
tꝍke;tæki
tꝍke;tóku
tꝍkem;tækjum
uaki;vaki
uaknnar;vaknar
uakti;vakti
ualde;valdi
uar;var
uard;varð
uarduæitzslu;varðveislu
uarir;varir
uarnning;varning
uarp;varp
uaskazsti;vaskasti
uatn;vatn
uattne;vatni
uattninu;vatninu
uattnit;vatnið
uattnnat;vatnað
uaxinn;vaxinn
uaxit;vaxið
uazstrondu;vaðströndu
ubygd;óbyggð
ucristni;ókristni
uedr;veður
uedri;veðri
uedrit;veðrið
ueg;veg
uega;vega
ueginn;veginn
uegr;vegur
ueiddu;veiddu
ueidum;veiðum
ueik;veik
ueit;veit
ueitti;veitti
uel;vel
uelkti;velkti
uer;vér
uera;vera
ueria;verja
uesaligr;vesælegur
uestan;vestan
uestarliga;vestarlega
uestr;vestur
uestri;vestari
uestri;vestri
uestrætt;vesturátt
uesæll;vesæll
uetr;vetur
uetra;vetra
uetrar;vetrar
uetri;vetri
uetrinn;veturinn
uetrum;vetrum
uetrvist;veturvist
uexsti;vexti
ufriðar;ófriðar
ufriði;ófriði
ufriðinum;ófriðinum
ufriðr;ófriður
ufrꝍðe;ófræði
ufur;úfur
ufꝍra;ófæra
ufꝍrann;ófæran
ufꝍrir;ófærir
ugga;ugga
uggi;uggi
uggir;uggir
uggði;uggði
uggðu;ugguðu
ugði;hugði
uhamingia;óhanimgja
uid;við
uide;viði
uig;víg
uigra;vígra
uijda;víða
uika;vika
uil;vil
uilia;vilja
uiliat;viljað
uill;vilt
uill;vill
uillda;vildi
uillde;vildi
uilldu;vildu
uilldu;vildi
uilltu;viltu
uinda;vinda
uinvid;vínvið
uirdingu;virðingu
uissu;vissu
uistar;vistar
uister;vistir
uistir;vistir
uit;við
uitr;vitur
ukunn;ókunn
ulflið;úlflið
ull;ull
ullarlagð;ullarlagð
um;um
umb;um
umb;umb
umbuiz;umbúist
umbunaðen;umbúnaðinn
umdu;umdu
umfram;umfram
umgerð;umgerð
umgiærð;umgjörð
umhverfis;umhverfis
umkringis;umkringis
umm;um
ummæli;ummæli
umrade;umráði
umráði;umráði
umræda;umræða
umræðu;umræðu
umræður;umræður
umrꝍðo;umræðu
umskipti;umskipti
umskiptis;umskiptis
umsátum;umsátum
umtal;umtal
umægin;ómegin
una;una
unaðsamligt;unaðsamlegt
unda;undi
undan;undan
undann;undan
undarlegom;undarlegum
undarlegt;undarlegt
undarlig;undarleg
undarliga;undarliga
undarliga;undarlega
undarligr;undarlegur
undarligt;undarlegt
undarligt;undarligt
undarligum;undarlegum
undarlígi;undarlegi
under;undir
undir;unfir
undir;undur
undir;undir
undirhyggja;undirhyggja
undirkúlu;undirkúlu
undr;undur
undra;undra
undraðist;undraðist
undruðu;undruðu
undruðust;undruðust
undskornir;undskornir
ung;ung
unga;unga
ungar;ungar
ungi;ungi
ungir;ungir
ungr;ungur
ungra;ungra
ungu;ungu
ungum;ungum
uni;uni
unir;unir
unna;unna
unnasta;unnusta
unnastar;unnustar
unnasti;unnustu
unnasti;unnusti
unnastu;unnustu
unnat;unnað
unndan;undan
unndir;undir
unni;unni
unnit;unnit
unnit;unnið
unnið;unnið
unnosta;unnusta
unnostu;unnustu
unnostum;unnnustum
unnostum;unnustum
unnostur;unnustur
unnt;unnt
unnu;unnu
unnum;unnum
unz;uns
unði;undi
unðu;undu
uoknudu;vöknuðu
uoku;vöku
uopn;vopn
uopnin;vopnin
uopnn;vopn
uor;vor
uora;vora
uorar;vorar
uorit;vorið
uornn;vorn
uorr;vor
uort;vort
uoru;voru
uorum;vorum
uose;vosi
up;upp
upp;upp
uppa;uppá
uppbera;uppbera
uppboðinu;uppboðinu
uppdal;uppdal
uppfæðslu;uppfæðslu
uppfꝍzlo;uppfæðslu
uppgang;uppgang
uppgangr;uppgangur
uppgangu;uppgöngu
uppgongu;uppgöngu
upphaf;upphaf
upphafe;upphafi
upphafi;upphafi
upphafsstafir;upphafsstafir
upphafsstafr;upphafsstafr
upphafstafir;upphafstafir
upphald;upphald
upphöf;upphöf
upphöfum;upphöfum
uppi;uppi
uppivöðslumaðr;uppivöðslumaður
uppnæmir;uppnæmir
uppras;upprás
uppraser;upprásir
upprekin;upprekin
uppræisa;uppreisa
uppsprettum;uppsprettum
upptekt;upptekt
upptækin;upptekin
urdu;urðu
urigt;úrigt
urpu;urpu
uræddir;óhræddir
urðir;urðir
urðo;urðu
urðu;urðu
usatter;ósáttir
usattr;ósáttur
usætt;ósætt
usꝍmd;ósæmdum
ut;út
utal;ótal
utan;utan
utanferð;utanferð
utanferðar;utanferðar
utanför;utanför
utanheraðsstrákr;utanhéraðsstrákur
utanlands;utanlands
utanlannz;utanlands
utanverðum;utanverðum
utanværðum;utanverðum
utar;utar
utgerðer;útgerðir
uti;úti
utilego;útilegu
utlandum;útlöndum
utlanndum;útlöndnum
utleiðis;útleiðis
utlægð;útlegð
utlænndscom;útlenskum
utlænskum;útlenskum
utnese;útnesi
uvarlega;óvarlega
uvarlegha;óvarlega
uvenna;óvina
uvigan;óvígan
uvighann;óvígan
uvighann;óvigan
uvilia;óvilja
uvini;óvini
uvinsælld;óvinsældir
uvinum;óvinum
uvitra;óvitra
uvitrare;óvitrari
uxa;uxa
uxann;uxann
uxans;uxans
uxanum;uxanum
uæita;veita
uæitti;veitti
uæitti;veittu
uænn;vænn
uær;vér
uære;væru
uór;vor
uþocka;óþokka
uỏggu;vöggu
v;fimmtu
v;fimmti
v;fimm
va;vó
vafrlogann;vafurlogann
vafrlogi;vafurlogi
vag;vog
vage;vogi
vagenom;voginum
vagn;vagn
vagna;vagna
vagncarl;vagnkarl
vakat;vakað
vakir;vakir
vaknar;vaknar
vaknaða;vaknaða
vaknaða;vaknaði
vaknaðe;vaknaði
vaknaði;vaknaði
vaktir;vaktir
vakði;vakti
val;val
vald;vald
valda;valda
valdar;valdar
valde;valdi
valdi;valdi
valdir;valdir
valdit;valdið
valds;valds
valdsmenn;valdsmenn
valfalls;valfalls
valkyrja;valkyrja
valkyrju;valkyrju
valkyrjur;valkyrjur
valld;vald
vallde;valdi
valldet;valdið
valmeyja;valmeyja
valrenn;valurinn
valrinn;valurinn
vals;vals
valsham;valsham
valshaminn;valshaminn
valshams;valshams
valsins;valsins
valskan;valskan
valz;valds
van;von
vanar;vanar
vanbúinn;vanbúinn
vanda;vanda
vandalaust;vandalaust
vandamenn;vandamenn
vandan;vandan
vandara;vandara
vandastr;vandastur
vandat;vandað
vandaðist;vandaðist
vandblæst;vandblæst
vandbreytt;vandbreytt
vandi;vandi
vandkvæði;vandkvæði
vandlegha;vandlega
vandliga;vandliga
vandliga;vandlega
vandræða;vandræða
vandræðalaust;vandræðalaust
vandræðamenn;vandræðamenn
vandræðamágr;vandræðamágr
vandræðaskáld;vandræðaskáld
vandræði;vandræði
vandræðskáld;vandræðskáld
vandræðum;vandræðum
vangann;vangann
vangæft;vangæft
vanheilsu;vanheilsu
vanhluta;vanhluta
vanhlutarins;vanhlutarins
vanhluti;vanhluti
vanhæilsu;vanheilsu
vani;vani
vanir;vanir
vanmælt;vanmælt
vanmætti;vanmætti
vann;vann
vannda;vanda
vannde;vandi
vanndræða;vandræða
vanndræðe;vandræði
